1 0 547125 


2 .2 86237.9 
2 1.2 460825 


4 .4 43028.5 
4 1.4 43346.2 
4 2.4 230462 
4 3.4 230596 


8 .6 113.167 
8 1.6 261.902 
8 2.6 42966.6 
8 3.6 43089.4 
8 4.6 156652 
8 5.6 156835 
8 6.6 74312 
8 7.6 73863.2 


16 .8 4.377 
16 1.8 109.403 
16 2.8 258.156 
16 3.8 4.297 
16 4.8 8.149 
16 5.8 42940.4 
16 6.8 43109.8 
16 7.8 8.108 
16 8.8 9173.25 
16 9.8 147508 
16 10.8 147640 
16 11.8 9216.06 
16 12.8 10.878 
16 13.8 73820.3 
16 14.8 73882.5 
16 15.8 10.882 


