"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS","Hidalgo_cluster"
"10250","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_003000.wav",0.8919155,0.7945605,0.28536927,0.35986917,0.800613497,0.6605257,0.094764812,0.001364597,0.15868650,0.5128199,0.5214776,0.9189143,0.9511760,0.9374452,0.9119815,0.80312952,0.81813903,0.498736466,0.617074208,0.879130203,1, 0,"c","PCMPSM5069__0_",  4.011473,  4.639336,  5.415682,  5.113726,  5.650212,  9.293192,  1.000000,"1"
"10251","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_004000.wav",0.8957428,0.9082448,0.28434360,0.37082417,0.819018405,0.6650562,0.121688928,0.001416011,0.16983237,0.5190202,0.5289529,0.9535430,0.9259140,0.9625366,0.9456541,0.81604829,0.83379086,0.628661097,0.545907554,0.788612205,1, 0,"c","PCMPSM5069__0_",  4.377869,  5.253607,  6.680141,  5.947775,  7.915432, 10.436056,  2.000000,"2"
"10252","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_005000.wav",0.8921465,0.9288223,0.28183366,0.38020940,0.782208589,0.6684150,0.086467855,0.001337858,0.15990733,0.5131597,0.5302639,0.9677398,0.9380324,0.9509112,0.9751463,0.85401391,0.86751957,0.624881106,0.509817246,0.924658118,1, 0,"c","PCMPSM5069__0_",  4.329566,  5.115743,  6.452456,  5.756079,  7.235845, 10.348954,  3.000000,"2"
"10253","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_011000.wav",0.8915973,0.9092039,0.27897268,0.36587760,0.690184049,0.6661183,0.090411817,0.001573920,0.15976999,0.5131701,0.5361782,0.9264024,0.9353385,0.9229856,0.9477365,0.87690631,0.86368765,0.475582770,0.418570317,0.910259716,1, 1,"c","PCMPSM5069__0_",  3.958471,  4.556495,  5.009682,  4.985906,  5.408706,  6.102970,  4.000000,"1"
"10254","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_013000.wav",0.8918864,0.9003274,0.28296895,0.27273288,0.564417178,0.6714520,0.101596402,0.000873562,0.15223283,0.5202412,0.5400356,0.9569658,0.9597367,0.9277652,0.9463054,0.86553946,0.89215162,0.599053912,0.467826987,0.923673657,1, 1,"c","PCMPSM5069__0_",  4.176392,  4.774248,  5.920685,  5.325839,  6.203006, 10.132314,  5.000000,"1"
"10255","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_014000.wav",0.8931850,0.8906229,0.28036167,0.28616782,0.659509202,0.6716522,0.108889389,0.000847955,0.15548708,0.5202888,0.5376895,0.9429828,0.9468863,0.9353733,0.9684324,0.85731872,0.88322682,0.479816646,0.482220512,0.924450683,1, 1,"c","PCMPSM5069__0_",  3.960492,  4.577814,  5.047388,  5.024837,  5.455381,  6.156482,  6.000000,"1"
"10256","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_015000.wav",0.8940886,0.7854825,0.28037348,0.27274475,0.696319018,0.6738728,0.118004098,0.000816613,0.15596323,0.5225809,0.5306412,0.9347973,0.9463171,0.9498180,0.9427716,0.86634185,0.93203794,0.570894539,0.491127329,0.857624439,1, 1,"c","PCMPSM5069__0_",  3.956424,  4.537344,  4.975650,  4.977944,  5.368078,  6.017119,  7.000000,"1"
"10257","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_020000.wav",0.8925193,0.8950743,0.28671980,0.28407998,0.699386503,0.6736439,0.109396154,0.000479564,0.15366096,0.5187633,0.5354694,0.9329376,0.9723780,0.9200543,0.9431162,0.88367235,0.90444444,0.655011593,0.550418716,0.909458952,1, 2,"c","PCMPSM5069__0_",  3.958471,  4.552622,  5.027478,  4.988646,  5.419418,  6.139522,  8.000000,"1"
"10258","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_021000.wav",0.8919310,0.9002557,0.28491304,0.28356094,0.705521472,0.6712806,0.108407441,0.000640694,0.15327764,0.5202525,0.5398062,0.9280942,0.9243721,0.9491792,0.9474290,0.87533596,0.88795210,0.605507577,0.530973938,0.922830274,1, 2,"c","PCMPSM5069__0_",  3.956424,  4.537344,  4.969783,  4.971776,  5.367407,  5.999200,  9.000000,"1"
"10259","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_022000.wav",0.8912795,0.8878711,0.28864136,0.24664288,0.592024540,0.6692315,0.098700942,0.000991747,0.14904843,0.5186184,0.5345625,0.9296424,0.9371300,0.9275342,0.9368168,0.88660396,0.89262694,0.652175298,0.634415144,0.934590430,1, 2,"c","PCMPSM5069__0_",  4.717055,  6.259464,  8.509319,  9.312694, 10.124214, 11.139299, 10.000000,"3"
"10260","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_023000.wav",0.8912704,0.8744727,0.28190615,0.28215654,0.558282209,0.6674262,0.087443461,0.001911780,0.15428210,0.5174614,0.5341240,0.9432604,0.9366783,0.9276942,0.9463282,0.86658757,0.82977242,0.594872899,0.596700099,0.925924910,1, 2,"c","PCMPSM5069__0_",  4.256063,  4.981701,  6.687276,  5.671038,  8.999803, 10.600472, 11.000000,"1"
"10261","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_024000.wav",0.8916426,0.9457137,0.31074349,0.30341684,0.641104294,0.6604108,0.108693039,0.001192158,0.15666209,0.5189522,0.5430549,0.9324147,0.9322293,0.9392774,0.9516856,0.86758259,0.82309770,0.401129195,0.556552131,0.876728505,1, 2,"c","PCMPSM5069__0_",  3.991477,  4.664050,  5.250353,  5.109326,  5.597741,  6.792641, 12.000000,"1"
"10262","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_030000.wav",0.8917030,0.9137029,0.28546131,0.32227697,0.705521472,0.6690301,0.109580594,0.000782296,0.15791321,0.5178789,0.5385301,0.9283242,0.9401035,0.9523768,0.9341808,0.87002581,0.85115511,0.581335452,0.655883985,0.930414259,1, 3,"c","PCMPSM5069__0_",  4.284268,  5.057285,  7.227219,  6.181325,  9.658784, 10.917629, 13.000000,"1"
"10263","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_031000.wav",0.8915617,0.9156392,0.28775416,0.30699575,0.720858896,0.6723221,0.106056478,0.000586244,0.15539067,0.5173292,0.5496459,0.9277308,0.9471309,0.9572281,0.9332644,0.88754079,0.87424485,0.688364642,0.648204512,0.950981902,1, 3,"c","PCMPSM5069__0_",  8.492022,  9.234453,  9.802828,  9.788965, 10.382955, 11.201323, 14.000000,"3"
"10264","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_032000.wav",0.8916482,0.9135130,0.28953315,0.27542542,0.730061350,0.6722430,0.114130983,0.000324134,0.15339567,0.5197308,0.5380946,0.9708545,0.9629973,0.9492363,0.9182882,0.86605723,0.87035203,0.653993131,0.657850109,0.905122683,1, 3,"c","PCMPSM5069__0_",  8.521349,  9.239256,  9.815231,  9.791350, 10.382955, 11.201323, 15.000000,"3"
"10265","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_033000.wav",0.8912603,0.9116176,0.29237173,0.24421411,0.634969325,0.6752375,0.109630089,0.000724874,0.14979300,0.5223397,0.5380211,0.8999374,0.9546136,0.9406231,0.9574882,0.88025914,0.91505065,0.718326049,0.661419424,0.955891107,1, 3,"c","PCMPSM5069__0_",  4.956243,  8.380371,  8.888338,  9.518210, 10.210054, 11.148728, 16.000000,"3"
"10266","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_034000.wav",0.8902652,0.8686949,0.28187775,0.24782387,0.226993865,0.6653557,0.026583369,0.007254518,0.14780236,0.5163385,0.5455125,0.9054643,0.9563157,0.9088327,0.9481691,0.86864724,0.82048641,0.494617852,0.580872931,0.886199975,1, 3,"c","PCMPSM5069__0_",  5.216509,  5.947570,  6.696998,  6.567030,  7.260738,  8.782926, 17.000000,"4"
"10267","/home/david/Música/Bioacustica/2016/5069/20160407/PCMPSM5069__0__20160407_035000.wav",0.8905925,0.7733655,0.28824516,0.29780858,0.696319018,0.6731809,0.097593869,0.001060805,0.15484314,0.5244713,0.5416813,0.9312169,0.9255953,0.9368623,0.9667052,0.89898233,0.89756408,0.548575946,0.559157783,0.887599316,1, 3,"c","PCMPSM5069__0_",  3.956424,  4.536471,  4.976925,  4.979293,  5.368630,  6.015774, 18.000000,"1"
