"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS"
"2660","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_000000.wav",0.8893891,0.8232787,0.2960703,0.9937532,0.000000000,0.6493093,0.027801423,0.004219236,0.4064695,0.5362002,0.5022809,0.8993810,0.8534981,0.8059901,0.70624796,0.78975233,0.7640785,0.82342479,0.77718025,0.87942827,0, 0,"g","5070MIRALT__0_",   8.742999,   9.262166,   9.646051,   9.637504,  10.017726,  10.608687,   1.000000
"2661","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_001000.wav",0.8897977,0.8058690,0.2845594,0.9939654,0.000000000,0.6411620,0.030898314,0.017752169,0.4046603,0.5313212,0.5418099,0.9268213,0.8277130,0.7205848,0.59686368,0.68169636,0.7898601,0.81391717,0.73921909,0.80534659,0, 0,"g","5070MIRALT__0_",   8.622177,   9.236166,   9.603299,   9.617377,   9.998165,  10.591140,   2.000000
"2662","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_002000.wav",0.8904027,0.7922116,0.2928163,0.9938109,0.000000000,0.6492413,0.028758267,0.003530141,0.4039493,0.5383698,0.5169126,0.9281487,0.9115751,0.8302334,0.69867003,0.75663944,0.8084188,0.84023984,0.73792161,0.87639113,0, 0,"g","5070MIRALT__0_",   8.733099,   9.261588,   9.643116,   9.635570,  10.015765,  10.604762,   3.000000
"2663","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_003000.wav",0.8901373,0.8119717,0.2986501,0.9914105,0.024539877,0.6488700,0.034436337,0.005385612,0.3967919,0.5635592,0.5534420,0.9389576,0.8658240,0.8760624,0.68858183,0.80030842,0.7872569,0.82439402,0.72627893,0.90510435,0, 0,"g","5070MIRALT__0_",   8.693486,   9.244386,   9.622870,   9.621229,  10.014512,  10.604762,   4.000000
"2664","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_005000.wav",0.8902880,0.8136241,0.2935499,0.9938124,0.015337423,0.6420231,0.027582581,0.005379307,0.4029568,0.5372490,0.4992038,0.9260806,0.8009171,0.8649260,0.70916964,0.76997928,0.7705174,0.83435138,0.70815335,0.89389006,0, 0,"g","5070MIRALT__0_",   8.560605,   9.216339,   9.584919,   9.599361,   9.996362,  10.598763,   5.000000
"2665","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_011000.wav",0.8898414,0.8296728,0.2961970,0.9954574,0.000000000,0.6481135,0.019113806,0.002383210,0.4116050,0.5054821,0.6307801,0.9210978,0.9207707,0.8498557,0.63916337,0.77437791,0.7798650,0.86119809,0.75282121,0.87418484,0, 1,"g","5070MIRALT__0_",   8.553322,   9.203981,   9.582371,   9.599443,  10.002658,  10.608687,   6.000000
"2666","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_012000.wav",0.8899434,0.8391562,0.2945064,0.9951646,0.000000000,0.6447299,0.023524728,0.014667920,0.4047221,0.5179541,0.5502137,0.8817248,0.7970066,0.7723549,0.61221995,0.71786917,0.6787576,0.81130549,0.66978771,0.86647558,0, 1,"g","5070MIRALT__0_",   8.634275,   9.241906,   9.610500,   9.622310,   9.999321,  10.604762,   7.000000
"2667","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_013000.wav",0.8921555,0.8465451,0.2932201,0.9956489,0.000000000,0.6448932,0.019973030,0.002881580,0.4036291,0.5047043,0.6003630,0.8440113,0.6793788,0.7480322,0.68739542,0.75354335,0.7705031,0.83587889,0.69051792,0.86141999,0, 1,"g","5070MIRALT__0_",   8.702887,   9.244788,   9.622064,   9.621229,  10.012754,  10.604762,   8.000000
"2668","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_014000.wav",0.8916313,0.8841680,0.3057636,0.9945367,0.000000000,0.6575665,0.021583147,0.001409731,0.3994468,0.5342351,0.5046289,0.9433962,0.9150738,0.8890717,0.77324957,0.82368664,0.8367206,0.82101040,0.75422414,0.90378316,0, 1,"g","5070MIRALT__0_",   8.721910,   9.255501,   9.631529,   9.630148,  10.012754,  10.604762,   9.000000
"2669","/home/david/Música/Bioacustica/2015/5070/20151212/SM5070MIRALT__0__20151212_021000.wav",0.8910750,0.8141819,0.3043113,0.9953448,0.003067485,0.6593193,0.021832132,0.008422804,0.4024971,0.5302486,0.6432821,0.8384237,0.7550589,0.7161205,0.75424863,0.74577450,0.5660731,0.85307183,0.71099028,0.81367771,0, 2,"g","5070MIRALT__0_",   8.713894,   9.244386,   9.624514,   9.617525,  10.011864,  10.598763,  10.000000
