"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS"
"22378","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_001000.wav",0.8926887,0.8493446,0.3327140,0.99579012,0.153374233,0.6535512,0.043955744,0.015348033,0.3623742,0.6405305,0.7809560,0.91379496,0.91965698,0.74959563,0.84642231,0.61893104,0.766951640,0.674475232,0.70143839,0.538745327,1, 0,"b","/ESPAN5067__0_",   6.733552,   7.684829,   8.040917,   8.105621,   8.497781,   9.115432,   1.000000
"22379","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_002000.wav",0.8925322,0.8834100,0.3439414,0.99434215,0.153374233,0.6678420,0.046574397,0.000777257,0.3604995,0.6442623,0.6045943,0.88270299,0.94287813,0.83304753,0.89484364,0.66100237,0.765343658,0.684523463,0.82817429,0.912517145,1, 0,"b","/ESPAN5067__0_",   6.516648,   7.478492,   7.889572,   7.972962,   8.409154,   9.007355,   2.000000
"22380","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_003000.wav",0.8939695,0.8720789,0.3383320,0.99492685,0.153374233,0.6658517,0.048174275,0.000656533,0.3659819,0.6312576,0.7619915,0.89777249,0.93070361,0.86702663,0.89150897,0.64264725,0.772345452,0.672452699,0.75639386,0.895354699,1, 0,"b","/ESPAN5067__0_",   7.344851,   7.832147,   8.217345,   8.185723,   8.570299,   9.249715,   3.000000
"22381","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_004000.wav",0.8937705,0.8718688,0.3328439,0.99660069,0.153374233,0.6615958,0.036865082,0.000963137,0.3652106,0.6048566,0.7650455,0.94269912,0.92271939,0.80718002,0.85963771,0.64227741,0.789607801,0.684477203,0.81473469,0.752579312,1, 0,"b","/ESPAN5067__0_",   7.254946,   7.825489,   8.190923,   8.182238,   8.572014,   9.218249,   4.000000
"22382","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_005000.wav",0.8930458,0.8427093,0.3333268,0.99699631,0.150306748,0.6592439,0.034175358,0.000981071,0.3640281,0.5960990,0.7612394,0.91966954,0.94899291,0.84018278,0.88931027,0.69275663,0.773072893,0.680082268,0.73789211,0.849114383,1, 0,"b","/ESPAN5067__0_",   7.362540,   7.838620,   8.225290,   8.188288,   8.575457,   9.250932,   5.000000
"22383","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_010000.wav",0.8930452,0.8552664,0.3336614,0.99714366,0.150306748,0.6641672,0.030944359,0.005355761,0.3604830,0.5943510,0.7891972,0.91007549,0.84982654,0.76127804,0.89291075,0.58674363,0.770938990,0.718715556,0.73667428,0.851439546,1, 1,"b","/ESPAN5067__0_",   7.171919,   7.790040,   8.160521,   8.164634,   8.553659,   9.210353,   6.000000
"22384","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_011000.wav",0.8925900,0.8751299,0.3401142,0.99665506,0.150306748,0.6589316,0.033495087,0.000960010,0.3612829,0.6147944,0.7775759,0.92690620,0.91100121,0.79579614,0.88840880,0.62537627,0.782954166,0.648730332,0.83252070,0.908687588,1, 1,"b","/ESPAN5067__0_",   7.344851,   7.838620,   8.220789,   8.188288,   8.575457,   9.250932,   7.000000
"22385","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_012000.wav",0.8931321,0.8597510,0.3354485,0.99626117,0.153374233,0.6542826,0.038197679,0.000999947,0.3655733,0.6158434,0.7404534,0.90749885,0.92744618,0.80537017,0.87736091,0.61184851,0.817636174,0.646682856,0.71357904,0.895639817,1, 1,"b","/ESPAN5067__0_",   7.344208,   7.836913,   8.218780,   8.188065,   8.572014,   9.249715,   8.000000
"22386","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_013000.wav",0.8919955,0.8688352,0.3396835,0.99649047,0.156441718,0.6546801,0.037049916,0.002678981,0.3651068,0.6265815,0.7567177,0.94450499,0.84154849,0.75862169,0.90002475,0.69468818,0.828504747,0.697498905,0.71428748,0.914724534,1, 1,"b","/ESPAN5067__0_",   7.404021,   7.907205,   8.307494,   8.274063,   8.688071,   9.382073,   9.000000
"22387","/media/microp/DavidDD/bioacustica/2016/5067/20160214/ESPAN5067__0__20160214_020000.wav",0.8919902,0.9008476,0.3488664,0.99517890,0.150306748,0.6645092,0.045222545,0.000972124,0.3670468,0.6433267,0.7619448,0.94643448,0.95219667,0.77963943,0.89345201,0.77266682,0.841115690,0.714318362,0.75404978,0.901692042,1, 2,"b","/ESPAN5067__0_",   7.435189,   7.913838,   8.314829,   8.276688,   8.688980,   9.386670,  10.000000
