"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS","Hidalgo_cluster"
"13692","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_000000.wav",0.8888508,0.8564545,0.4225250,0.9395651,0.131901840,0.6145078,0.128497403,0.000196905,0.08837924,0.4039980,0.5581238,0.9093091,0.8965299,0.85788240,0.757922338,0.832170176,0.83255595,0.59594398,0.8445495,0.8162321,2, 0,"g","/RMT2-5071__0_",  5.508887,  6.185375,  6.627161,  6.582858,  7.013997,  7.858728,  1.000000,"1"
"13693","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_001000.wav",0.8901156,0.8981613,0.4222069,0.9368697,0.141104294,0.6237484,0.128644434,0.000194195,0.08380456,0.3992784,0.5565359,0.9651405,0.9298133,0.88845575,0.742225989,0.817305341,0.82975901,0.59743395,0.7771731,0.6991144,2, 0,"g","/RMT2-5071__0_",  5.353399,  6.102692,  6.598162,  6.554507,  7.034649,  8.094230,  2.000000,"1"
"13694","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_003000.wav",0.8894811,0.8410888,0.4260041,0.9334402,0.101226994,0.6320203,0.118843232,0.000261200,0.08198207,0.4003039,0.5424780,0.9146860,0.8326281,0.73117144,0.742077997,0.811216623,0.80598415,0.65249162,0.8292949,0.8433153,2, 0,"g","/RMT2-5071__0_",  5.526399,  6.173726,  6.610133,  6.576302,  6.992952,  7.818005,  3.000000,"1"
"13695","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_004000.wav",0.8878565,0.7671847,0.4296874,0.9259970,0.134969325,0.6166488,0.135106430,0.000364307,0.08205374,0.4108889,0.5633974,0.9434375,0.8817992,0.81499071,0.741448804,0.806581342,0.83352401,0.69931285,0.8883139,0.9068314,2, 0,"g","/RMT2-5071__0_",  5.500361,  6.178651,  6.593903,  6.567809,  7.004445,  7.772969,  4.000000,"1"
"13696","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_005000.wav",0.8898885,0.7232211,0.4318375,0.9224926,0.174846626,0.6323546,0.126577264,0.000204622,0.07528338,0.3965183,0.5648355,0.9417941,0.8853871,0.75271574,0.714513521,0.818800500,0.83479080,0.69199449,0.8348820,0.9674988,2, 0,"g","/RMT2-5071__0_",  5.499254,  6.179613,  6.584423,  6.562391,  6.992952,  7.786883,  5.000000,"1"
"13697","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_011012.wav",0.8411915,0.6812101,0.4475995,0.8931021,0.233872875,0.6535795,0.163491798,0.000159773,0.06698782,0.3974579,0.5577542,0.9475128,0.8886208,0.81660510,0.765234962,0.873628928,0.84279641,0.69345858,0.9314572,0.9358249,2, 1,"g","/RMT2-5071__0_",  5.459782,  6.172479,  6.712635,  6.628707,  7.135667,  8.363568,  6.000000,"1"
"13698","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_012000.wav",0.8880212,0.8259155,0.4372529,0.9007909,0.220858896,0.6331878,0.165183258,0.000349818,0.06941769,0.4005348,0.5636867,0.9456529,0.8713690,0.90876557,0.752410623,0.831333015,0.79804393,0.70379004,0.8999076,0.8695341,2, 1,"g","/RMT2-5071__0_",  5.548602,  6.205477,  6.723860,  6.637707,  7.143199,  8.255411,  7.000000,"1"
"13699","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_013000.wav",0.8902395,0.7896583,0.4564347,0.8985618,0.217791411,0.6624095,0.144532495,0.000225119,0.06347723,0.3873995,0.5623307,0.9502800,0.8764280,0.88964947,0.762991626,0.829981023,0.81997812,0.71724671,0.9459515,0.9176798,2, 1,"g","/RMT2-5071__0_",  5.589743,  6.219958,  6.734743,  6.647543,  7.148006,  8.247218,  8.000000,"1"
"13700","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_014000.wav",0.8908176,0.7973153,0.4554391,0.8893075,0.236196319,0.6570474,0.149128197,0.000138668,0.06483930,0.3879120,0.5511647,0.9176413,0.8314374,0.86461433,0.789554661,0.825388669,0.78874530,0.71821367,0.9099629,0.9009239,2, 1,"g","/RMT2-5071__0_",  5.573598,  6.216282,  6.728377,  6.644917,  7.145117,  8.246402,  9.000000,"1"
"13701","/home/david/Música/Bioacustica/2016/5071/20161221/RMT2-5071__0__20161221_015000.wav",0.8899073,0.7637146,0.4501239,0.9028707,0.230061350,0.6582199,0.140277456,0.000114150,0.06571146,0.3866592,0.5603631,0.9145994,0.8181600,0.84427758,0.808644475,0.862048347,0.81521980,0.69448226,0.9204462,0.9334236,2, 1,"g","/RMT2-5071__0_",  5.559588,  6.210039,  6.713582,  6.638465,  7.130764,  8.172365, 10.000000,"1"
