"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS","Hidalgo_cluster"
"29703","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_011000.wav",0.8852309,0.7821687,0.4503930,0.9576060,0.128834356,0.5793139,0.094855661,0.162479825,0.4941964,0.3892332,0.4635244,0.7670020,0.8042282,0.7987692,0.82930432,0.93907927,0.8575795,0.8116810,0.86666673,0.87687487,1, 1,"c","70510/BPSM3785",  5.827961,  6.436354,  7.023506,  6.946871,  7.521913,  8.505200,  1.000000,"1"
"29704","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_013000.wav",0.8850587,0.7909251,0.4599983,0.9599950,0.067484663,0.5856377,0.085151238,0.163134624,0.4969355,0.3870189,0.4776971,0.7725681,0.7974124,0.8287482,0.79605247,0.88009409,0.7906656,0.8270001,0.83155826,0.82509464,1, 1,"c","70510/BPSM3785",  5.836638,  6.465085,  7.126099,  7.038592,  7.675049,  8.767257,  2.000000,"1"
"29705","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_015000.wav",0.8862405,0.7648520,0.4597773,0.9298145,0.337423313,0.5936201,0.141392437,0.209597527,0.5095650,0.4548183,0.5216537,0.7714955,0.8276454,0.8392045,0.88813312,0.89344722,0.7895657,0.7645392,0.88535326,0.90600199,1, 1,"c","70510/BPSM3785",  5.735108,  6.488190,  7.064336,  7.059039,  7.569905,  8.522091,  3.000000,"2"
"29706","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_020000.wav",0.8865683,0.7546021,0.4724531,0.9309017,0.340490798,0.6036916,0.118453127,0.213668876,0.5071042,0.4580848,0.5297850,0.7315025,0.8083571,0.8204140,0.85183491,0.90844487,0.7435415,0.7186706,0.86707601,0.88857658,1, 2,"c","70510/BPSM3785",  5.755727,  6.589504,  7.123927,  7.132599,  7.658349,  8.547804,  4.000000,"2"
"29707","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_021000.wav",0.8836440,0.7701017,0.4686886,0.8769934,0.687116564,0.5869975,0.171791882,0.251803956,0.5091911,0.4962377,0.5221117,0.7321582,0.7832334,0.7975263,0.86839376,0.88107750,0.7452347,0.7633618,0.84397663,0.85426280,1, 2,"c","70510/BPSM3785",  5.804738,  6.871507,  7.910367,  7.995048,  8.862102, 10.016269,  5.000000,"3"
"29708","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_022000.wav",0.8884268,0.7688410,0.4553330,0.9669603,0.024539877,0.6091110,0.098776749,0.170935730,0.5038666,0.4009352,0.5456740,0.7759769,0.8269012,0.8004238,0.83939832,0.89516466,0.7802331,0.7684063,0.88164724,0.86580429,1, 2,"c","70510/BPSM3785",  6.005875,  6.713225,  7.369124,  7.316702,  7.937381,  9.038957,  6.000000,"2"
"29709","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_023000.wav",0.8884642,0.7506366,0.4694843,0.9588342,0.085889571,0.6152173,0.101331669,0.189137536,0.5046126,0.4282060,0.5382831,0.7521703,0.8585862,0.8694055,0.83468897,0.88898445,0.7724739,0.7558272,0.89778720,0.91321154,1, 2,"c","70510/BPSM3785",  5.978910,  6.711500,  7.343658,  7.285828,  7.897088,  8.979963,  7.000000,"2"
"29710","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_025000.wav",0.8886740,0.7766561,0.4876670,0.9540485,0.110429448,0.6245805,0.104790508,0.212501060,0.5169732,0.4428802,0.5212245,0.8322549,0.8421203,0.8213660,0.89288585,0.88922269,0.7879241,0.7901701,0.88700308,0.89151896,1, 2,"c","70510/BPSM3785",  6.017181,  6.716134,  7.323469,  7.282060,  7.838792,  8.829195,  8.000000,"2"
"29711","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_030000.wav",0.8890796,0.7138804,0.4830684,0.9691027,0.012269939,0.6229104,0.078434778,0.182054550,0.5066564,0.4034658,0.5049206,0.8299285,0.8554222,0.8206196,0.88149698,0.89971737,0.7956791,0.7720378,0.87844430,0.88729835,1, 3,"c","70510/BPSM3785",  6.051089,  6.758835,  7.387876,  7.331298,  7.970629,  9.045836,  9.000000,"2"
"29712","/media/microp/DavidDD/bioacustica/2017/3785/20170510/BPSM3785_20170510_032000.wav",0.8886455,0.7613314,0.4802678,0.9707603,0.015337423,0.6296146,0.079254345,0.183305244,0.5076570,0.4000150,0.4934222,0.8123507,0.8243729,0.8505370,0.82691448,0.88800559,0.8040124,0.8407347,0.89949258,0.91853023,1, 3,"c","70510/BPSM3785",  6.051089,  6.738436,  7.394380,  7.331298,  7.946820,  9.113867, 10.000000,"2"
