"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS"
"20214","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_000000.wav",0.8919677,0.7481716,0.5748578,0.9627605,0.079754601,0.6543068,0.083556814,0.072039992,0.4823381,0.4929388,0.5416676,0.9308433,0.8987504,0.81123224,0.75800253,0.74954091,0.71538897,0.82320251,0.83818577,0.92849771,1, 0,"c","60407/TNBP3787",   7.659504,   8.238605,   8.615350,   8.592563,   8.987629,   9.614733,   1.000000
"20215","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_001000.wav",0.8929888,0.7650985,0.5772157,0.9637523,0.082822086,0.6599486,0.080612271,0.029856987,0.4811116,0.4915211,0.5466761,0.9563891,0.9327603,0.83082949,0.73397449,0.71624795,0.71227740,0.85415556,0.85242885,0.88439497,1, 0,"c","60407/TNBP3787",   7.667120,   8.248452,   8.632444,   8.608647,   9.009595,   9.697715,   2.000000
"20216","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_002000.wav",0.8922888,0.7580271,0.5803240,0.9578710,0.082822086,0.6534098,0.090410845,0.018264881,0.4776755,0.5112021,0.5649759,0.9416579,0.8896561,0.85902807,0.73656580,0.73017292,0.76234344,0.84948546,0.83060811,0.93290947,1, 0,"c","60407/TNBP3787",   7.659504,   8.238605,   8.615350,   8.592563,   8.987629,   9.614733,   3.000000
"20217","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_003000.wav",0.8921682,0.7686470,0.5759298,0.9524132,0.079754601,0.6559003,0.091804076,0.016659643,0.4852642,0.5127524,0.5429802,0.7381944,0.8403638,0.83310831,0.71203846,0.72383436,0.77023144,0.80911748,0.83169869,0.93730015,1, 0,"c","60407/TNBP3787",   7.541415,   8.184952,   8.668120,   8.592563,   9.077093,  10.026548,   4.000000
"20218","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_004000.wav",0.8918634,0.7078699,0.5789965,0.9558445,0.079754601,0.6547132,0.094122410,0.042122795,0.4956969,0.5077804,0.5717375,0.9653902,0.9074801,0.81087216,0.81541542,0.74260230,0.71249616,0.83734396,0.82514068,0.92849182,1, 0,"c","60407/TNBP3787",   7.641438,   8.233929,   8.612255,   8.593367,   8.992891,   9.622602,   5.000000
"20219","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_010000.wav",0.8911845,0.7150459,0.5806739,0.9573907,0.082822086,0.6402831,0.083642842,0.019951350,0.4781542,0.5145144,0.5431733,0.9325831,0.8526523,0.79990528,0.72202007,0.76941637,0.72973640,0.83955316,0.83720997,0.91658222,1, 1,"c","60407/TNBP3787",   7.615115,   8.232045,   8.632130,   8.594959,   9.020483,   9.750320,   6.000000
"20220","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_011000.wav",0.8917722,0.7243123,0.5820864,0.9436505,0.079754601,0.6505202,0.100990995,0.028433780,0.4988154,0.5319223,0.5644817,0.9295699,0.9064036,0.81735930,0.82523831,0.75368261,0.66185810,0.82450837,0.84398980,0.92478847,1, 1,"c","60407/TNBP3787",   7.654052,   8.233929,   8.612690,   8.592563,   8.992231,   9.614713,   7.000000
"20221","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_012000.wav",0.8924883,0.7824257,0.5806461,0.9607689,0.070552147,0.6482547,0.079733249,0.016102576,0.4900726,0.5034951,0.5770573,0.9093964,0.8987011,0.81994790,0.81120163,0.74075683,0.65935582,0.82809919,0.88336832,0.93870237,1, 1,"c","60407/TNBP3787",   7.630639,   8.232045,   8.607878,   8.587510,   8.981952,   9.639111,   8.000000
"20222","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_014000.wav",0.8917387,0.7790042,0.5748178,0.9514842,0.073619632,0.6537909,0.106452212,0.093745062,0.4934204,0.5289286,0.5513889,0.9256126,0.9285986,0.83447807,0.74118962,0.75550600,0.71510303,0.85065887,0.85925481,0.91727220,1, 1,"c","60407/TNBP3787",   7.659504,   8.238605,   8.615761,   8.592563,   8.987629,   9.614733,   9.000000
"20223","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_015000.wav",0.8915680,0.7505045,0.5803474,0.9540156,0.113496933,0.6460900,0.086455635,0.021444703,0.4782923,0.5257379,0.5565452,0.9495854,0.9650294,0.75294350,0.71224365,0.71044150,0.74474390,0.84302674,0.79306861,0.93333016,1, 1,"c","60407/TNBP3787",   7.659504,   8.247348,   8.622450,   8.594959,   8.993673,   9.697715,  10.000000
"20224","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_020000.wav",0.8905465,0.7457734,0.5818732,0.9526177,0.125766871,0.6459053,0.097611449,0.044389648,0.4892311,0.5277908,0.5803859,0.9464521,0.9135948,0.76160597,0.76642485,0.72721084,0.73852693,0.84686508,0.78471354,0.64357441,1, 2,"c","60407/TNBP3787",   7.564627,   8.259026,   8.839437,   8.740785,   9.371919,  10.495121,  11.000000
"20225","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_022000.wav",0.8907577,0.7924647,0.5795248,0.9465377,0.079754601,0.6435176,0.113904968,0.099969550,0.4974827,0.5394115,0.5408874,0.9195898,0.7165810,0.79697100,0.74966598,0.67204779,0.76493408,0.84713994,0.82775790,0.91229961,1, 2,"c","60407/TNBP3787",   7.630639,   8.235403,   8.630910,   8.598447,   9.014248,   9.730681,  12.000000
"20226","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_023000.wav",0.8903804,0.8028943,0.5779770,0.9458603,0.147239264,0.6351232,0.115010352,0.021648185,0.4961489,0.5434521,0.5335699,0.9393560,0.7957321,0.75072993,0.67591499,0.67670113,0.76928011,0.81758629,0.80680894,0.94472974,1, 2,"c","60407/TNBP3787",   7.641438,   8.232045,   8.611110,   8.587819,   8.985317,   9.679597,  13.000000
"20227","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_024000.wav",0.8905691,0.8025526,0.5892660,0.9511456,0.162576687,0.6302900,0.106220761,0.037600889,0.4955813,0.5350335,0.5840834,0.9402648,0.8753336,0.74852652,0.70149535,0.71102040,0.76499876,0.84883282,0.83695089,0.91148322,1, 2,"c","60407/TNBP3787",   7.639900,   8.239293,   8.648762,   8.615825,   9.028416,   9.775047,  14.000000
"20228","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_025000.wav",0.8914685,0.8296176,0.5870163,0.9446151,0.067484663,0.6502264,0.106078835,0.068791037,0.4994574,0.5462685,0.5273217,0.9445580,0.8770762,0.81167523,0.74824685,0.73958420,0.76992397,0.84413092,0.87272520,0.93440972,1, 2,"c","60407/TNBP3787",   7.659504,   8.238605,   8.615350,   8.592563,   8.987629,   9.614733,  15.000000
"20229","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_030000.wav",0.8923135,0.8573494,0.5925152,0.9370057,0.064417178,0.6635331,0.076667421,0.020055765,0.4603007,0.5498881,0.5803561,0.9141602,0.9237151,0.85953163,0.74742982,0.74255046,0.71538145,0.81541386,0.84240740,0.93532434,1, 3,"c","60407/TNBP3787",   7.656406,   8.232045,   8.619884,   8.589711,   8.993673,   9.647594,  16.000000
"20230","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_031000.wav",0.8914355,0.8141862,0.5901124,0.9364723,0.039877301,0.6508995,0.065976420,0.017713329,0.4492258,0.5549917,0.6103128,0.9222111,0.8915755,0.82857853,0.70123460,0.68810070,0.77625453,0.86979065,0.81807003,0.95871135,1, 3,"c","60407/TNBP3787",   7.659504,   8.237856,   8.616496,   8.592563,   8.992605,   9.623064,  17.000000
"20231","/media/microp/DavidDD/bioacustica/2016/3787/20160407/TNBP3787_20160407_032000.wav",0.8902454,0.6843652,0.5895618,0.9321787,0.042944785,0.6506085,0.086760268,0.038243000,0.4730075,0.5654837,0.5603586,0.9084795,0.9491062,0.82485702,0.74894562,0.76137928,0.80180818,0.87504980,0.74577100,0.93658034,1, 3,"c","60407/TNBP3787",   7.615115,   8.236582,   8.657870,   8.615825,   9.051327,   9.779581,  18.000000
