"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS"
"28360","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_000000.wav",0.9038078,0.8685366,0.8858705,0.9960089,0.131901840,0.6098381,0.22895258,0.046021869,0.7753868,0.7826511,0.8480307,0.8814070,0.8989167,0.86356794,0.7228109,0.68777467,0.812830979,0.603821085,0.570141699,0.87426147,1, 0,"b","123/LAS40-3785",   5.841291,   6.554042,   7.485332,   7.342449,   8.383123,   9.401917,   1.000000
"28361","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_001000.wav",0.9026065,0.8764212,0.8749674,0.9962494,0.141104294,0.5990836,0.19567963,0.026466948,0.7375009,0.7272513,0.8003692,0.9125182,0.9307036,0.88018955,0.7544974,0.67921295,0.872729550,0.614341460,0.529114857,0.86991311,1, 0,"b","123/LAS40-3785",   5.837470,   6.550151,   7.475664,   7.307027,   8.375753,   9.411978,   2.000000
"28362","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_002000.wav",0.9022469,0.8679148,0.8684476,0.9958781,0.144171779,0.5993092,0.16928634,0.041048757,0.7196273,0.7224754,0.8055308,0.9182812,0.9322351,0.86478318,0.7318179,0.61878384,0.799591696,0.598749793,0.540203733,0.88050539,1, 0,"b","123/LAS40-3785",   5.841291,   6.554042,   7.484063,   7.342449,   8.383123,   9.400783,   3.000000
"28363","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_003000.wav",0.9043625,0.8803474,0.9131366,0.9970426,0.144171779,0.6135077,0.15734480,0.030327701,0.7340261,0.7601816,0.8204268,0.9204116,0.9367826,0.89866170,0.7562441,0.67854831,0.771981532,0.606194706,0.587633903,0.86477684,1, 0,"b","123/LAS40-3785",   5.841993,   6.554618,   7.488024,   7.353434,   8.385928,   9.400783,   4.000000
"28364","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_004000.wav",0.9019977,0.8477677,0.9205112,0.9957848,0.144171779,0.6071813,0.18495788,0.201429644,0.7351244,0.7393384,0.7762268,0.9017741,0.9028390,0.86552308,0.7928338,0.71526957,0.792379334,0.499139042,0.552847766,0.89201750,1, 0,"b","123/LAS40-3785",   5.602005,   6.404684,   7.228722,   7.064850,   7.988231,   9.311036,   5.000000
"28365","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_005000.wav",0.9037207,0.8374102,0.9092866,0.9965871,0.150306748,0.6156938,0.16301353,0.040558977,0.7229663,0.7206570,0.8752958,0.8937096,0.9135406,0.86650202,0.7814039,0.69080655,0.785660566,0.520937801,0.583338010,0.90992618,1, 0,"b","123/LAS40-3785",   5.824298,   6.557478,   7.487459,   7.353434,   8.385928,   9.388873,   6.000000
"28366","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_010000.wav",0.9012261,0.8911781,0.8681109,0.9952911,0.156441718,0.6317903,0.17336485,0.119795044,0.6839833,0.6725976,0.8031832,0.9068923,0.8588726,0.80900713,0.7227808,0.71597499,0.799640239,0.569436657,0.571517623,0.81184672,1, 1,"b","123/LAS40-3785",   5.688963,   6.570412,   7.509743,   7.509158,   8.400756,   9.314702,   7.000000
"28367","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_012000.wav",0.9026136,0.8793443,0.9180148,0.9965033,0.128834356,0.6139572,0.15714118,0.043093975,0.7309447,0.7715472,0.8865757,0.8879605,0.8975485,0.91086771,0.7292529,0.69392365,0.758177517,0.551198683,0.677961372,0.83618942,1, 1,"b","123/LAS40-3785",   5.841291,   6.581279,   7.518524,   7.411645,   8.397617,   9.390337,   8.000000
"28368","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_013000.wav",0.9024464,0.8585805,0.8698293,0.9953169,0.138036810,0.6163055,0.18001506,0.045640342,0.7217148,0.7235767,0.4945608,0.8667513,0.9194781,0.89673818,0.7951681,0.69918063,0.758358366,0.537306433,0.617895195,0.86259460,1, 1,"b","123/LAS40-3785",   6.176994,   6.865063,   7.390148,   7.351164,   7.859535,   8.751542,   9.000000
"28369","/media/microp/DavidDD/bioacustica/2017/3785/20170123/LAS40-3785_20170123_020000.wav",0.9015120,0.8449080,0.8792695,0.9948080,0.113496933,0.6174168,0.17411478,0.053865267,0.7333548,0.7435276,0.8348446,0.8087062,0.8736827,0.79459867,0.7572295,0.72536969,0.706082224,0.475228018,0.642317781,0.87663304,1, 2,"b","123/LAS40-3785",   5.851942,   6.672760,   7.613956,   7.550135,   8.493409,   9.611364,  10.000000
