"","name","ACIf","ESM","MD","NDSI","MID","FM","WE","CF","SC","SB","Tonnets","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","label","hour","zone","site","ID_SUMMARY.Q.05","ID_SUMMARY.Q.25","ID_SUMMARY.MEAN","ID_SUMMARY.MEDIAN","ID_SUMMARY.Q.75","ID_SUMMARY.Q.95","ID_SUMMARY.OBS","Hidalgo_cluster"
"30580","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_000000.wav",0.8958862,0.8137692,0.5995613,0.9852902,0.156441718,0.6391548,0.040745917,0.045321525,0.4762055,0.42011903,0.6048498,0.9154338,0.9316218,0.8824632,0.8707853,0.7985864,0.8301276,0.77223716,0.8804494,0.8958443,1, 0,"b","3/13-654SM3786",   7.2544351,   7.6844715,   8.0589157,   8.0336151,   8.4074303,   8.9641651,   1.0000000,"1"
"30581","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_001000.wav",0.8963068,0.8308121,0.6196471,0.9796569,0.190184049,0.6365705,0.054533529,0.058684715,0.4763263,0.44970162,0.5987919,0.9410537,0.9503400,0.8849383,0.8739814,0.7975068,0.8244004,0.75182488,0.8874196,0.9251616,1, 0,"b","3/13-654SM3786",   7.2544351,   7.6778493,   8.0560614,   8.0284312,   8.4037199,   8.9641651,   2.0000000,"1"
"30582","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_002000.wav",0.8949158,0.8138450,0.6373778,0.9835773,0.159509202,0.6381208,0.043074820,0.041614903,0.4710459,0.42672519,0.4988194,0.8985962,0.9518304,0.8537112,0.8892477,0.7777985,0.8028108,0.79148313,0.9018995,0.9118704,1, 0,"b","3/13-654SM3786",   7.2101547,   7.6672999,   8.0615094,   8.0351484,   8.4357361,   9.0274162,   3.0000000,"1"
"30583","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_003000.wav",0.8966043,0.7843375,0.6432434,0.9853932,0.159509202,0.6447700,0.043276214,0.103439028,0.4738145,0.44112921,0.4338057,0.9170809,0.9487832,0.8895490,0.8704643,0.8240478,0.8397460,0.78760868,0.9065238,0.9099444,1, 0,"b","3/13-654SM3786",   7.2479641,   7.6778493,   8.0616166,   8.0336151,   8.4285558,   8.9705100,   4.0000000,"1"
"30584","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_004000.wav",0.8950580,0.8009736,0.6228958,0.9832670,0.159509202,0.6399768,0.050273299,0.047111238,0.4774589,0.44237506,0.6217956,0.9145190,0.9224465,0.8671302,0.8961581,0.8367196,0.7661695,0.76420905,0.9044915,0.8969956,1, 0,"b","3/13-654SM3786",   7.2246849,   7.6740055,   8.0542199,   8.0294291,   8.4123987,   8.9705100,   5.0000000,"1"
"30585","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_005000.wav",0.8954140,0.8163390,0.6217040,0.9788794,0.177914110,0.6431184,0.056302311,0.042699957,0.4726981,0.45067391,0.6197558,0.8953974,0.9303699,0.8925999,0.8342656,0.8141973,0.8005274,0.74293917,0.9334502,0.8722857,1, 0,"b","3/13-654SM3786",   7.2311107,   7.6791192,   8.0560371,   8.0336151,   8.4074303,   8.9641651,   6.0000000,"1"
"30586","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_010000.wav",0.8950681,0.8279519,0.6239949,0.9841763,0.159509202,0.6389040,0.041772163,0.031642025,0.4838579,0.45720205,0.6384014,0.9714549,0.9303230,0.9107947,0.8572044,0.8640554,0.7887032,0.79488281,0.9047883,0.9052754,1, 1,"b","3/13-654SM3786",   7.0885670,   7.6473389,   8.0430944,   8.0226202,   8.4123987,   9.0713572,   7.0000000,"1"
"30587","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_011000.wav",0.8948188,0.8134860,0.6198932,0.9840942,0.159509202,0.6436971,0.042963566,0.050808691,0.4796939,0.45413716,0.6874705,0.9052135,0.9477731,0.8767210,0.8697255,0.8479258,0.7968345,0.79103635,0.9222331,0.9065449,1, 1,"b","3/13-654SM3786",   7.1574998,   7.6570902,   8.0508754,   8.0294291,   8.4158199,   9.0256114,   8.0000000,"1"
"30588","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_013000.wav",0.8935535,0.8302356,0.6284715,0.9782117,0.171779141,0.6498690,0.050613706,0.035517948,0.4762460,0.46961427,0.4672841,0.9222478,0.9404374,0.8758448,0.8087829,0.8515394,0.7609446,0.81093664,0.8739613,0.9093254,1, 1,"b","3/13-654SM3786",   6.8248391,   7.5868436,   8.0376864,   8.0179533,   8.4961130,   9.3238957,   9.0000000,"1"
"30589","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_014000.wav",0.8940675,0.8285649,0.6227836,0.9712385,0.251533742,0.6550375,0.068073632,0.081301744,0.4838377,0.49959373,0.5238103,0.9410537,0.9523206,0.9147796,0.8593055,0.8601730,0.7901754,0.82809919,0.9309605,0.9315519,1, 1,"b","3/13-654SM3786",   6.9581750,   7.6833628,   8.1424783,   8.1035618,   8.6216591,   9.3155547,  10.0000000,"1"
"30590","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_015000.wav",0.8937192,0.8143810,0.6131799,0.9658405,0.297546012,0.6545882,0.074221344,0.023588624,0.4766388,0.49737950,0.6386915,0.9091845,0.9513340,0.9109225,0.8497468,0.8648075,0.7126244,0.82391627,0.8963658,0.8935110,1, 1,"b","3/13-654SM3786",   7.1668131,   7.7620373,   8.2120390,   8.1786707,   8.6643845,   9.3265278,  11.0000000,"2"
"30591","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_020000.wav",0.8940106,0.8006360,0.6127515,0.9741045,0.226993865,0.6564434,0.054210263,0.042042153,0.4739879,0.47979836,0.6304989,0.9067609,0.9225948,0.9070055,0.8666467,0.8523563,0.7474882,0.86105029,0.9241087,0.9233531,1, 2,"b","3/13-654SM3786",   7.1986864,   7.7773773,   8.2195584,   8.1821616,   8.6643845,   9.3129277,  12.0000000,"2"
"30592","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_021000.wav",0.8932945,0.8291129,0.6266396,0.9574595,0.337423313,0.6601544,0.079246365,0.140880717,0.4733473,0.50055344,0.6129949,0.9193811,0.9395619,0.8697862,0.8605621,0.8607009,0.7391900,0.88024575,0.9054601,0.8738655,1, 2,"b","3/13-654SM3786",   6.5302554,   7.6895969,   8.1442214,   8.1841881,   8.7203457,   9.3482620,  13.0000000,"2"
"30593","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_022000.wav",0.8934946,0.7756034,0.6345037,0.9501158,0.401840491,0.6571298,0.095992438,0.070722944,0.4788619,0.52177352,0.5940211,0.9061974,0.9400978,0.8448704,0.8716898,0.8509592,0.7231872,0.85190206,0.8982522,0.9299093,1, 2,"b","3/13-654SM3786",   6.3839938,   7.6100577,   8.1118427,   8.1728462,   8.7292774,   9.3909976,  14.0000000,"2"
"30594","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_023000.wav",0.8935222,0.7987781,0.6334771,0.9459008,0.450920245,0.6600540,0.106250847,0.036690799,0.4785253,0.52943377,0.5872585,0.9007648,0.9334132,0.9113420,0.8836507,0.8700194,0.7233590,0.87018434,0.9687732,0.9261378,1, 2,"b","3/13-654SM3786",   6.3254861,   7.5775018,   8.0801061,   8.1316050,   8.6862108,   9.4630470,  15.0000000,"2"
"30595","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_024000.wav",0.8929898,0.7954457,0.6225419,0.9305798,0.665644172,0.6601978,0.119583031,0.276474933,0.4781875,0.53509157,0.5565576,0.9283787,0.9478129,0.8610012,0.8789687,0.8485083,0.7453666,0.84638057,0.9277721,0.9110111,1, 2,"b","3/13-654SM3786",   6.9200949,   8.7117875,   9.0921985,   9.2873389,   9.7302991,  10.3458136,  16.0000000,"3"
"30596","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_030000.wav",0.8926350,0.8534974,0.6123053,0.9275106,0.760736196,0.6603881,0.126169933,0.019850448,0.4697553,0.53552799,0.5364544,0.9429532,0.9596145,0.8633403,0.8685869,0.8617947,0.7837796,0.87029225,0.9331381,0.9027905,1, 3,"b","3/13-654SM3786",   7.0340336,   8.7598837,   9.1392486,   9.3029098,   9.7590628,  10.3013140,  17.0000000,"3"
"30597","/media/microp/DavidDD/bioacustica/2017/3786/20170123/13-654SM3786_20170123_031000.wav",0.8924738,0.8343689,0.5978629,0.9255396,0.791411043,0.6599315,0.125026172,0.232993957,0.4731035,0.53787379,0.5400053,0.9151311,0.9156080,0.8987422,0.8505511,0.8784415,0.7459303,0.83551388,0.8191767,0.8693991,1, 3,"b","3/13-654SM3786",   8.2725219,   8.9994371,   9.3511899,   9.4083332,   9.8122401,  10.3771770,  18.0000000,"3"
