Outlier,Users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,APP-0ZVj0PyNgBYlvE4C8t0isS2uuXTa5194ed283a8a5861d50143d57b5989b5,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,user_engagement,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,
0,APP-0igIq3QDIjHm7v78q0FsoLvmmitzd0634321c6394f62bd3609905870028c,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_closed,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,
0,APP-20w0TLO08iBLExZSrHQM0UEcVlVQdd2ca9be3c58c45678d185afda7abed9,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,user_engagement,video_perc_completed,user_engagement,,,,,,,,,,,,,,,,,,,,,
1,APP-2VjPsWv3BTOOpp6hVNUTQjucaq0Wbdf1e1503933759dedb401e0485e9239,app_remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,APP-AWRGl5LNsG1LtaSERxcTYY5POJFEc6c2b9952b00ccabd63d80c07c21e658,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,session_start,user_engagement,,,,,,,,,,,,,,,,,
0,APP-Amyo1Z6vLFyyoAZTefYZiH1cmUhv5707925ba219bc3d1af3b085a07aad83,session_start,screen_view,app_open,login,user_engagement,screen_view,user_engagement,user_engagement,,,,,,,,,,,,,,,,,,,,,,,
0,APP-DnQFm5d0gU9oYNwr3JFRxSevM0EG4de38417c90358d446b04852fa67c9c5,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,user_engagement,,,,,,,,,,,,,,,,,,,,,
0,APP-EJ9IA2mpuszrkMPSmNnPi2ikKrH621cfe103677a878efeedb46e528e30fc,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,user_engagement,,,,,,,,,,,,,,,,
0,APP-Em6iHpyH9je4y44feOwcHMBU5nht2513102e8f4962a98b62995c1dc6bfc7,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,,,,,,,,,,,,,,,,,,,
0,APP-ExfhIuvqvo1GfksJRS7qJvoISEbM214739848531381a5077d46eaf423262,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,video_perc_completed,video_perc_completed,video_perc_completed,user_engagement,,,,,,,,,,,,,,,,,,,,
0,APP-FEaXrRlD7r9K7tDPZ6CeaqlcoNuTcde9c1e8c975e3622302e84b00041434,session_start,screen_view,screen_view,app_open,login,user_engagement,screen_view,hamburger_menu_clicked,menu_item_clicked,video_play,user_engagement,user_engagement,session_start,screen_view,screen_view,app_open,login,user_engagement,screen_view,hamburger_menu_clicked,menu_item_clicked,video_play,user_engagement,,,,,,,,
0,APP-HoDWrqe4H8flsGwSxsn8RV4rOcHMa933d17afd0ec60ad87829c10676aff3,session_start,screen_view,app_open,login,user_engagement,screen_view,user_engagement,screen_view,app_open,login,user_engagement,screen_view,hamburger_menu_clicked,user_engagement,app_remove,,,,,,,,,,,,,,,,
